下関港国際ターミナル観光案内所,山口県下関市東大和町1-10-60,33.948006,130.926392,
六連島の雲母玄武岩,山口県下関市六連島字辻,33.975601,130.863251,六連島は下関漁港の西方4km、響灘（ひびきなだ）に浮かぶ小島です。玄武（げんぶ）岩は黒っぽい色をした火山岩。島の中央、小高い所にある玄武岩は濃い灰色で、たくさんの小さな穴が開いていて、その中に、きらきら光るこげ茶色のうすいクロウンモがあります。玄武岩の中にクロウンモが形成されることは珍しいことです。
彦島西山の化石層,山口県下関市彦島西山海岸,33.940857,130.888763,約2500万年前の２枚貝や巻貝，ウニなど貝化石が密集しており大規模なものである。
綾羅木郷遺跡,山口県下関市大字綾羅木,34.013145,130.930161,"綾羅木郷遺跡は、本州西端の響灘に面する地域にあり、北九州とともに弥生時代の中心地域でした｡
発掘調査により、竪穴住居跡や袋状竪穴群が発見されています。
また、遺物として、弥生時代前期前半の土器や多くの石器などが発見されています。
"
忌宮神社,山口県下関市長府宮の内町1-18,33.998329,130.987549,"神功皇后が、西国平定のためこの地に豊浦宮を設けられた跡といわれ、祭神は、仲哀天皇・神功皇后・応神天皇を祀っています。
この社の夏祭として８月７日から１週間くりひろげられる数方庭祭は天下の奇祭として有名です。
また境内には数多くの文化財を所蔵する宝物館や、蚕が初めて日本に渡来した地としての記念碑等があります。
見学自由。"
覚苑寺,山口県下関市長府安養寺3-3-8,34.000114,130.982849,"長府毛利藩三代の藩主綱元が建立したお寺で、毛利家の菩提寺の一つです。
また、付近一帯は日本で最も古い貨幣の和同開珎を造った長門鋳銭所の跡で、出土資料は下関市立歴史博物館に所蔵しています。
境内には、明治時代の武人である乃木希典像と日本画家である狩野芳崖像があり、和同焼の窯元もあります。
紅葉の名所です。
見学自由。"
赤間神宮,山口県下関市阿弥陀寺町4-1,33.959686,130.94841,"源平壇ノ浦の合戦において、二位の尼に抱かれて入水された幼帝安徳天皇を祀った神社。関門海峡を臨み、白壁に朱塗の水天門があります。境内には、平家一門の墓、小泉八雲の怪談で有名な耳なし芳一の芳一堂や、貴重な資料を展示した宝物殿などもあります。
毎年５月３日には、上臈参拝で有名な先帝祭のメイン会場となります。また、夜はライトアップされます。
参拝自由。"
功山寺,山口県下関市長府川端1丁目2-3,33.995663,130.983353,"後醍醐天皇の嘉暦2年（1327）に開山された名寺。
わが国最古の禅寺様式を残した仏殿は、鎌倉時代の様式である唐様建築の典型的遺構。
昭和28年国宝に指定されました。
春は桜、秋は紅葉が美しい。
高杉晋作が挙兵した寺としても知られ、境内には馬上姿の晋作の銅像もあります。
境内は見学自由です。"
住吉神社,山口県下関市一の宮住吉1丁目11-1,33.999699,130.956863,"現在の本殿は応安3年（1370）大内弘世の造進したもので、室町初期の社寺建築として特異な様式をもち、国宝に指定されている。また、拝殿は毛利元就が寄進したもので重要文化財。宝物館には多数の宝物が展示されている。
参拝自由。"
乃木神社,山口県下関市長府宮の内町3-8,33.99976,130.986588,"乃木神社は、明治の軍人乃木希典を祀ってあり、社は台湾阿里山のひのき材を用いた極く簡素なものです。
境内には乃木大将が幼年時代を過した家が復元され、ゆかりの品を展示する宝物館などもあります。
参拝自由。"
関門トンネル,山口県下関市みもすそ川町,33.968491,130.956985,"九州と本州を結ぶ海底トンネル。昭和11年に着工したが、戦争のため一時中断され、昭和33年3月に完成した。全長3,461ｍで上部が車道、下部が人道（780ｍ）に分かれ世界に類を見ない二階建て海底トンネルである。"
関門橋,山口県下関市みもすそ川町,33.968491,130.956985,"関門橋は、橋塔間712ｍ、橋台間の吊橋の全長1,068ｍ、幅6車線の東洋有数の規模の吊橋です。
また、海面から橋げたまでの高さは満潮時で61ｍあり、関門海峡を通過する大型船舶が余裕をもって航行できるようになっています。
夜間はライトアップされます。"
中山忠光墓,山口県下関市綾羅木本町7丁目10-8,34.006485,130.918396,"中山忠光は、もともと孝明天皇につかえていた公家でした。
幕末には、尊王攘夷派として活動し、武力によって幕府を倒そうとする天誅組の首領になりましたが、その戦いに敗れて長州へ逃げ、1864年（元治1）に暗殺されました。
墓は、忠光を祀ってある中山神社境内にあります。
慶応元年（1865）に建てられ、高さは1.7ｍ、花崗岩でできています。"
長門鋳銭所跡,山口県下関市長府安養寺三丁目3-10,34.000103,130.982635,"長門鋳銭所跡は、覚苑寺境内一帯と考えられ、奈良・平安時代に銭貨の鋳造を行った所です。
長門国衙に付設され、その開設は和同年間（708～715）で、史跡地内からは、708年(和銅1)から鋳造が開始された貨幣である和同開珎１枚と、それを作ったときの型、るつぼや鞴口などが出土しており、これも長門国鋳銭遺物として国の重要文化財に指定されています。
天長２年（825）に廃止となりました。"
高杉晋作墓,山口県下関市大字吉田町1184,34.088898,131.063248,"高杉晋作は松下村塾門下の逸材。
墓は吉田町南方の小丘清水山にあり、墓碑表面には「東行墓」と刻まれています。
この地を選んだのは彼の遺言だといわれています。
"
城下町長府,山口県下関市長府,34.005672,130.985809,"平成25年度の「都市景観大賞」の都市空間部門　大賞を受賞！
長府は、古代から中世にかけて政治・文化の中心地として栄え、近世に入ると毛利秀元が初代長府藩主となり城下町が誕生しました。
しかし元和の一国一城令によって廃城となり、現在石垣だけが残っています。
現在みる町並みは、毛利氏がこの地に居を構えて以来の藩政時代に築かれた大小数々の武家屋敷跡で、山手に入ると侍町があり、家老職など格式の高い家臣が住んでいた屋敷町です。
今も多く残る門長屋や土塀は、風雪にたえて来た年輪の重みを伝えています。"
深坂自然の森キャンプ場,山口県下関市大字蒲生字深坂,34.042702,130.94101,"林間駐車場　２ケ所　林間歩道　2,960ｍ　林間広場　３ケ所　花木・樹木園　３ケ所　休憩所　１ケ所　炊事施設　１ケ所　展望台　１ケ所　管理棟　１ケ所　テント　50張　射撃場　１　トイレ　駐車場"
乃木旧邸,山口県下関市長府宮の内町3-8,33.99976,130.986588,"軍人として広くその名を知られ、明治天皇大葬の日に殉死した乃木希典(まれすけ)を文武両道の神として祀るため１９２０年(大正９年)に創建された乃木神社の境内にあります。
乃木家が１６年間過ごした旧宅を１９１４年(大正３年)に復元したもので、またゆかりの遺品を展示する宝物館もあります。"
功山寺仏殿,山口県下関市長府川端1丁目2-3,33.995663,130.983353,"功山寺境内にあり、桁行・梁間とも三間、一重入母屋の屋根に裳階（もこし）がついた桧皮（ひわだ）葺の二重屋根の建物です。
内部の柱に「此堂元応二年（1320にあたる）卯月五日柱立」と記されていることから、鎌倉時代の建築とされています。
建築年代のはっきりしている禅宗様建築では、この仏殿が日本最古のものです。"
住吉神社本殿,山口県下関市一の宮住吉1丁目11-1,33.999699,130.956863,住吉神社は、桁行22.8ｍ、梁間4.6ｍ、檜皮葺の古社本殿で、現在の本殿は、1370年（応安3）に大内弘世が造営したものです。
住吉神社拝殿,山口県下関市一の宮住吉1丁目11-1,33.999699,130.956863,"住吉神社境内にあり、桁行三間（６.９ｍ）、梁間一間（４.９ｍ）で、屋根は一重切妻造りで桧皮（ひわだ）葺き。
細部の手法は、室町時代末期の特徴をよく表しています。
古文書の記録から、1539年（天文8年）に毛利元就が建立したとされています。"
功山寺山門,山口県下関市長府川端1丁目2-3,33.995663,130.983353,"山門は、二重櫓造りで、安永２年（1773年）長府藩主10代毛利匡芳の命を受けて建立されました。
入母屋造り、本瓦葺の屋根は美しい反りを見せ、三門三戸二重門の様式を整えています。"
宮山古墳,山口県下関市幡生宮の下町16-18,33.982346,130.931992,●管理・申込　　生野神社
有富古墳,山口県下関市大字有富427,34.018581,130.943542,"綾羅木川を中心として広がる沖積層平野の北側丘陵には多くの遺跡が残っています。有富古墳は、この丘陵地の北東に接する山のすそに位置し、明治32年（1899）の調査の際、有富古墳群として5基の円形墳が発見されましたが、現在では2基を残して他は消滅しています。
直径12mの円墳で横穴石室をもち、玄室は胴張りがほとんどなく、石材は小さいものを使用しています。下関市内でも、最も形の整った円墳です。"
秋根一号古墳,山口県下関市秋根西町1-4-5,34.009521,130.947769,"秋根神社の境内にある6世紀中頃の円形墳で、墳丘が削られ、石室の一部が露出しています。石室は横穴式石室で、奥室と前室が
あり、室壁はほとんどが礫岩で一部に花崗岩が使われています。さらに石室全体は、天井部に近いほど小石を積み上げドーム状になっています。奥壁と側壁奥より部分には、ベンガラと思われる赤色の顔料が塗られており、特に奥壁の下半分の色はよく残っています。天井石は、奥壁と玄門側の両方から順に置き、奥から２枚目の石を最後にのせています。"
古江小路・菅家長屋門,山口県下関市長府古江小路町,33.998249,130.985657,"長府毛利藩は天保年間に「達豊浦家中一統家作定書」を発令し、藩士の身分により家屋造作の制限を行いました。
城下町長府の特色は、門や長屋それに続く練塀と石垣、その内側の植裁など、街路に面した構えにあります。形態としては、切り盛りした土地に石垣を築き、その上に粘土を練り混ぜた土塀を築く方法で、中塗りを施しただけのものが多く、漆喰で上塗りしたものは見られません。
"
覚苑寺本堂,山口県下関市長府安養寺3丁目3-8,34.000114,130.982849,天井を高く吹き放し、総角柱の柱は上下を粽とし、礎盤は角型石を使用するなど、明の黄檗流の建築様式を伝えています。
重要文化財旧下関英国領事館,山口県下関市唐戸町4-11,33.956802,130.943207,平成26年7月18日リニューアルオープン
新下関駅観光案内所,山口県下関市秋根南町1-11-1,34.006836,130.948685,観光案内
下関駅観光案内所,山口県下関市竹崎町4-3-1,33.949642,130.922409,下関地域の観光案内
中山渓,山口県下関市菊川町大字東中山,34.146179,131.058502,雄滝・雌滝からなる清流豊かな散策地です。渓流に沿って遊歩道があり、川魚を探したり、せせらぎを楽しみながら散策できます。ピクニックに最適の渓谷。
法輪寺,山口県下関市菊川町七見,34.111851,131.050385,"国護山国正院と称し、本堂に虚空蔵菩薩が安置され県の指定文化財となっています。
縁日大法要は２月11日。"
子安観音,山口県下関市菊川町上岡枝167,34.111851,131.050385,境内は春はつつじ、秋はもみじの名所であり特に安産を願う女性の参詣が多い。
菊川水掛不動尊,山口県下関市菊川町久野675,34.111851,131.050385,"水掛不動尊を安置した地下から流出する霊水は、胃腸病・肝蔵・すい蔵・糖尿病・水虫等に特効があると言われています。
"
仲哀天皇殯葬所,山口県下関市菊川町大字上岡枝,34.158268,131.020737,"華山・西の岳の頂上に小祠があり、その昔、仲哀天皇を御殯葬した霊跡といい伝えられています。
"
快友寺（明版一切経）,山口県下関市菊川町大字吉賀224,34.129852,131.014999,"快友寺は、長府藩の重臣桂広繁の所領（菊川町吉賀）にあった邸宅に没後建てられた寺で、桂家の菩提寺です。
境内にある回転式経蔵に収納してある明版一切経は、県の文化財に指定されています。
本書は、15世紀初期、中国・明代に彫られた版木をもとに、17世紀後半の中国・清代の補刻により印刷された一切経（大蔵経ともいい、仏教聖典の総称）。
一枚の紙の大きさは、縦32㎝、横58㎝で五つに折られています。"
大吼谷蝙蝠洞,山口県下関市豊浦町小串,34.110443,130.903198,"日本海のはげしい波濤の侵食によってできた海食洞。
響灘にのぞむ花崗岩の断崖にあります。
ユビナガコウモリの生息地。
高さ７ｍ、奥行き80ｍ。"
妙青寺,山口県下関市豊浦町川棚5192,34.110443,130.903198,"応永23年（1416）の創建で、大内氏27代持世の弟大内持盛の開基で、行基作と伝えられる本尊観世音菩薩があります。
本堂の裏庭には雪舟の庭があり、春には桜や梅、つつじが咲きほこる山紫水明の公園でもあります。"
三恵寺,山口県下関市豊浦町川棚5000,34.110443,130.903198,"大同元年（806）実忠和尚が草創。
70年に一度開帳の秘仏、千手観音を本尊とし、本寺中興の祖恰雲和尚は薬師如来の霊告により川棚温泉を開発しています。"
福徳稲荷神社,山口県下関市豊浦町宇賀2960,34.110443,130.903198,犬鳴のお稲荷さんと呼ばれて参拝者が多い。古歌にも「長門なる稲荷の山の姫あやめ時ならずして如月に咲く」と詠まれているほど由緒の古い社です。
妙青寺雪舟庭,山口県下関市豊浦町川棚5192,34.110443,130.903198,雪舟が策庭した庭園で、春には桜、梅、つつじが咲きほこります。
中ノ浜遺跡,山口県下関市豊浦町川棚,34.110443,130.903198,"中ノ浜遺跡は、響灘に面した下関市豊浦町の海岸砂丘にある、弥生時代の前期から中期初頭にかけて築かれた埋葬遺跡。
昭和35年に発見されました。
平成2年に墓地公園として整備され、一般に公開されています。"
